date;Calculator;Calendar;Call of Duty;Camera;ChatGPT;Chrome;Cívica;Clash of Clans;Classroom;Clock;DiDi;Drive;Files;Gmail;Google;Google Play Store;HBO MAX;Instagram;LinkedIn;Maps;Mi Tigo;Microsoft 365 (Office);Nequi Colombia;Notion;Photos;Rappi;Settings;Spotify;Tasks;Truecaller;Twitter;tyba;WhatsApp;YouTube;YouTube Music;total_usage
2023-09-30;0.0;1.0;1.0;11.0;5.0;13.0;3.0;0.0;0.0;8.0;0.0;0.0;0.0;18.0;4.0;4.0;0.0;44.0;0.0;8.0;1.0;0.0;3.0;5.0;19.0;0.0;7.0;0.0;5.0;21.0;2.0;2.0;181.0;3.0;2.0;371.0
2023-10-01;1.0;1.0;0.0;3.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;2.0;1.0;0.0;31.0;0.0;0.0;0.0;0.0;0.0;3.0;11.0;0.0;4.0;0.0;5.0;0.0;0.0;1.0;79.0;1.0;1.0;149.0
2023-10-02;0.0;1.0;2.0;10.0;4.0;13.0;2.0;0.0;0.0;5.0;0.0;0.0;2.0;9.0;3.0;0.0;0.0;12.0;0.0;2.0;0.0;5.0;1.0;0.0;10.0;28.0;1.0;0.0;3.0;1.0;2.0;1.0;64.0;2.0;4.0;187.0
2023-10-03;8.0;4.0;1.0;39.0;4.0;16.0;1.0;0.0;1.0;7.0;0.0;0.0;2.0;6.0;6.0;1.0;0.0;37.0;2.0;0.0;0.0;11.0;0.0;0.0;26.0;2.0;8.0;0.0;0.0;3.0;0.0;2.0;127.0;7.0;0.0;321.0
2023-10-04;6.0;1.0;2.0;0.0;5.0;26.0;0.0;0.0;2.0;12.0;0.0;0.0;3.0;8.0;4.0;1.0;0.0;0.0;3.0;1.0;5.0;7.0;20.0;8.0;8.0;1.0;7.0;0.0;4.0;4.0;1.0;2.0;175.0;1.0;0.0;317.0
2023-10-05;8.0;6.0;5.0;1.0;3.0;24.0;0.0;0.0;1.0;7.0;0.0;0.0;3.0;8.0;4.0;3.0;0.0;29.0;2.0;0.0;3.0;8.0;0.0;0.0;3.0;0.0;8.0;0.0;2.0;6.0;1.0;2.0;123.0;2.0;3.0;265.0
2023-10-06;0.0;0.0;0.0;0.0;2.0;17.0;0.0;0.0;3.0;7.0;0.0;4.0;1.0;5.0;3.0;2.0;0.0;37.0;2.0;0.0;0.0;4.0;0.0;1.0;7.0;0.0;1.0;0.0;0.0;7.0;0.0;3.0;124.0;7.0;0.0;237.0
2023-10-07;1.0;1.0;5.0;0.0;2.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;1.0;1.0;0.0;34.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;81.0;2.0;0.0;148.0
2023-10-08;1.0;2.0;4.0;1.0;2.0;3.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;6.0;2.0;1.0;0.0;34.0;1.0;0.0;0.0;4.0;3.0;0.0;5.0;1.0;1.0;0.0;0.0;0.0;2.0;2.0;53.0;0.0;0.0;130.0
2023-10-09;4.0;1.0;0.0;0.0;2.0;31.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;17.0;2.0;3.0;0.0;24.0;5.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;2.0;0.0;3.0;4.0;3.0;4.0;147.0;8.0;0.0;273.0
2023-10-10;4.0;0.0;1.0;10.0;6.0;28.0;0.0;0.0;0.0;6.0;0.0;1.0;1.0;8.0;2.0;1.0;0.0;36.0;0.0;0.0;0.0;11.0;0.0;2.0;5.0;0.0;3.0;0.0;4.0;0.0;4.0;0.0;142.0;1.0;2.0;278.0
2023-10-11;7.0;4.0;0.0;3.0;1.0;11.0;0.0;0.0;0.0;8.0;0.0;4.0;0.0;7.0;3.0;2.0;0.0;20.0;0.0;0.0;2.0;0.0;0.0;0.0;8.0;0.0;2.0;0.0;1.0;0.0;0.0;1.0;100.0;17.0;0.0;201.0
2023-10-12;8.0;7.0;0.0;3.0;5.0;20.0;1.0;0.0;0.0;11.0;0.0;6.0;7.0;11.0;8.0;1.0;0.0;23.0;2.0;0.0;4.0;7.0;13.0;0.0;8.0;6.0;7.0;0.0;1.0;0.0;0.0;7.0;236.0;14.0;0.0;416.0
2023-10-13;2.0;3.0;0.0;3.0;3.0;5.0;0.0;0.0;2.0;19.0;0.0;0.0;1.0;4.0;2.0;0.0;0.0;36.0;0.0;0.0;8.0;4.0;3.0;0.0;11.0;0.0;6.0;0.0;0.0;4.0;0.0;5.0;129.0;5.0;0.0;255.0
2023-10-14;32.0;1.0;2.0;10.0;3.0;4.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;43.0;0.0;0.0;5.0;1.0;0.0;0.0;28.0;0.0;6.0;0.0;1.0;0.0;1.0;3.0;96.0;3.0;0.0;242.0
2023-10-15;1.0;1.0;4.0;3.0;3.0;8.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;4.0;0.0;0.0;45.0;0.0;0.0;2.0;2.0;4.0;0.0;26.0;1.0;3.0;0.0;1.0;1.0;0.0;6.0;114.0;16.0;0.0;248.0
2023-10-16;4.0;1.0;2.0;0.0;0.0;12.0;2.0;0.0;0.0;4.0;0.0;1.0;6.0;2.0;6.0;0.0;0.0;26.0;0.0;2.0;4.0;5.0;3.0;1.0;1.0;28.0;3.0;0.0;4.0;0.0;0.0;4.0;87.0;8.0;0.0;216.0
2023-10-17;6.0;1.0;1.0;17.0;4.0;7.0;0.0;0.0;6.0;3.0;0.0;1.0;2.0;8.0;2.0;1.0;0.0;0.0;0.0;0.0;5.0;7.0;8.0;9.0;19.0;0.0;7.0;0.0;3.0;0.0;2.0;5.0;158.0;4.0;1.0;287.0
2023-10-18;1.0;0.0;2.0;1.0;2.0;28.0;0.0;0.0;3.0;8.0;0.0;3.0;0.0;11.0;1.0;1.0;0.0;1.0;0.0;2.0;3.0;0.0;2.0;0.0;1.0;1.0;3.0;0.0;1.0;4.0;0.0;3.0;121.0;10.0;0.0;213.0
2023-10-19;30.0;3.0;7.0;21.0;2.0;12.0;0.0;0.0;10.0;7.0;0.0;5.0;1.0;9.0;4.0;4.0;0.0;30.0;1.0;0.0;3.0;3.0;10.0;0.0;9.0;20.0;4.0;0.0;7.0;8.0;0.0;4.0;161.0;6.0;0.0;381.0
2023-10-20;7.0;0.0;2.0;0.0;2.0;9.0;0.0;0.0;6.0;10.0;0.0;2.0;0.0;5.0;1.0;0.0;0.0;37.0;0.0;0.0;3.0;6.0;7.0;0.0;6.0;2.0;2.0;0.0;0.0;8.0;0.0;2.0;69.0;1.0;0.0;187.0
2023-10-21;2.0;0.0;10.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;22.0;0.0;0.0;2.0;0.0;9.0;0.0;2.0;23.0;2.0;0.0;1.0;14.0;1.0;2.0;83.0;2.0;0.0;180.0
2023-10-22;4.0;0.0;2.0;5.0;4.0;13.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;6.0;2.0;0.0;9.0;0.0;0.0;6.0;0.0;6.0;0.0;5.0;2.0;4.0;0.0;1.0;3.0;1.0;3.0;220.0;24.0;0.0;322.0
2023-10-23;1.0;1.0;0.0;3.0;5.0;41.0;0.0;0.0;1.0;8.0;0.0;1.0;8.0;9.0;1.0;2.0;0.0;0.0;0.0;0.0;17.0;25.0;0.0;2.0;1.0;0.0;15.0;0.0;4.0;6.0;0.0;2.0;178.0;10.0;0.0;341.0
2023-10-24;2.0;2.0;0.0;9.0;4.0;19.0;0.0;0.0;3.0;9.0;0.0;0.0;9.0;8.0;5.0;0.0;0.0;0.0;0.0;0.0;3.0;29.0;1.0;6.0;2.0;0.0;14.0;0.0;4.0;0.0;3.0;2.0;104.0;4.0;0.0;242.0
2023-10-25;0.0;3.0;0.0;3.0;2.0;27.0;4.0;0.0;4.0;11.0;0.0;0.0;2.0;7.0;1.0;2.0;0.0;3.0;5.0;0.0;7.0;8.0;4.0;4.0;5.0;0.0;11.0;0.0;5.0;4.0;0.0;2.0;100.0;1.0;0.0;225.0
2023-10-26;0.0;0.0;0.0;0.0;2.0;17.0;1.0;0.0;1.0;13.0;0.0;0.0;0.0;4.0;3.0;2.0;0.0;0.0;0.0;2.0;1.0;0.0;3.0;0.0;7.0;0.0;4.0;0.0;7.0;3.0;1.0;0.0;85.0;4.0;0.0;160.0
2023-10-27;0.0;1.0;0.0;1.0;0.0;17.0;0.0;0.0;3.0;11.0;0.0;1.0;5.0;6.0;7.0;1.0;0.0;14.0;0.0;0.0;4.0;8.0;5.0;3.0;19.0;0.0;22.0;0.0;2.0;2.0;0.0;0.0;108.0;9.0;0.0;249.0
2023-10-28;3.0;0.0;3.0;6.0;3.0;4.0;6.0;0.0;0.0;9.0;0.0;0.0;0.0;2.0;2.0;1.0;0.0;27.0;0.0;0.0;8.0;0.0;10.0;0.0;10.0;0.0;1.0;0.0;3.0;3.0;1.0;0.0;127.0;4.0;0.0;233.0
2023-10-29;2.0;0.0;0.0;0.0;1.0;11.0;2.0;0.0;0.0;1.0;0.0;0.0;3.0;5.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;3.0;3.0;0.0;0.0;0.0;1.0;0.0;2.0;5.0;3.0;0.0;83.0;6.0;0.0;134.0
2023-10-30;2.0;1.0;0.0;2.0;2.0;4.0;3.0;0.0;0.0;10.0;0.0;1.0;3.0;6.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;0.0;5.0;13.0;1.0;3.0;0.0;2.0;0.0;1.0;0.0;92.0;7.0;0.0;173.0
2023-10-31;4.0;0.0;3.0;7.0;2.0;23.0;5.0;0.0;0.0;6.0;0.0;0.0;7.0;21.0;4.0;2.0;0.0;41.0;0.0;0.0;1.0;13.0;2.0;1.0;9.0;0.0;2.0;0.0;1.0;7.0;2.0;0.0;156.0;3.0;0.0;322.0
2023-11-01;5.0;2.0;0.0;4.0;1.0;10.0;1.0;0.0;1.0;6.0;0.0;0.0;0.0;3.0;6.0;0.0;0.0;50.0;0.0;2.0;1.0;0.0;0.0;0.0;12.0;1.0;5.0;0.0;0.0;3.0;1.0;0.0;115.0;0.0;0.0;229.0
2023-11-02;2.0;1.0;0.0;3.0;1.0;6.0;0.0;0.0;0.0;4.0;0.0;1.0;3.0;4.0;9.0;0.0;0.0;34.0;0.0;3.0;20.0;7.0;7.0;0.0;1.0;0.0;30.0;0.0;1.0;14.0;2.0;0.0;118.0;0.0;0.0;271.0
2023-11-03;0.0;0.0;0.0;8.0;3.0;4.0;1.0;0.0;0.0;1.0;6.0;0.0;1.0;5.0;1.0;2.0;0.0;28.0;0.0;6.0;10.0;0.0;5.0;0.0;2.0;0.0;2.0;0.0;0.0;4.0;0.0;0.0;155.0;2.0;11.0;257.0
2023-11-04;0.0;0.0;1.0;5.0;3.0;13.0;0.0;0.0;2.0;0.0;11.0;2.0;2.0;4.0;4.0;0.0;0.0;112.0;0.0;5.0;1.0;0.0;4.0;0.0;11.0;0.0;4.0;0.0;0.0;4.0;0.0;0.0;238.0;7.0;1.0;434.0
2023-11-05;1.0;0.0;0.0;14.0;1.0;26.0;0.0;0.0;3.0;0.0;0.0;3.0;0.0;5.0;3.0;16.0;0.0;50.0;0.0;6.0;1.0;1.0;1.0;0.0;8.0;1.0;12.0;11.0;0.0;0.0;0.0;0.0;90.0;6.0;0.0;259.0
2023-11-06;3.0;0.0;1.0;1.0;1.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;5.0;0.0;0.0;48.0;2.0;0.0;4.0;0.0;5.0;0.0;2.0;19.0;4.0;0.0;0.0;0.0;1.0;0.0;76.0;2.0;0.0;184.0
2023-11-07;2.0;0.0;0.0;1.0;0.0;14.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;11.0;1.0;0.0;0.0;0.0;0.0;0.0;5.0;2.0;8.0;0.0;0.0;4.0;14.0;0.0;2.0;7.0;2.0;0.0;86.0;4.0;0.0;165.0
2023-11-08;1.0;2.0;0.0;5.0;2.0;9.0;2.0;0.0;3.0;14.0;0.0;0.0;3.0;14.0;1.0;1.0;0.0;0.0;0.0;0.0;4.0;17.0;2.0;12.0;5.0;1.0;20.0;0.0;2.0;5.0;0.0;0.0;128.0;5.0;0.0;258.0
2023-11-09;3.0;3.0;0.0;16.0;1.0;34.0;0.0;0.0;0.0;8.0;0.0;0.0;3.0;6.0;3.0;0.0;0.0;0.0;0.0;0.0;4.0;7.0;0.0;8.0;10.0;5.0;16.0;0.0;0.0;3.0;0.0;0.0;118.0;3.0;0.0;251.0
2023-11-10;1.0;0.0;0.0;9.0;4.0;22.0;0.0;0.0;3.0;7.0;0.0;0.0;3.0;4.0;2.0;2.0;0.0;64.0;2.0;6.0;8.0;4.0;3.0;2.0;7.0;1.0;19.0;3.0;1.0;2.0;1.0;0.0;176.0;4.0;0.0;360.0
2023-11-11;2.0;1.0;5.0;3.0;7.0;23.0;2.0;0.0;0.0;1.0;2.0;0.0;1.0;7.0;3.0;0.0;0.0;0.0;1.0;1.0;0.0;2.0;1.0;0.0;9.0;10.0;4.0;0.0;0.0;14.0;2.0;1.0;124.0;25.0;0.0;251.0
2023-11-12;2.0;0.0;1.0;3.0;6.0;13.0;0.0;25.0;0.0;1.0;1.0;0.0;1.0;4.0;1.0;3.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;6.0;1.0;2.0;0.0;0.0;2.0;0.0;0.0;154.0;15.0;0.0;245.0
2023-11-13;6.0;0.0;0.0;0.0;0.0;17.0;0.0;25.0;0.0;2.0;0.0;0.0;1.0;3.0;2.0;0.0;0.0;0.0;0.0;0.0;7.0;6.0;0.0;6.0;1.0;3.0;8.0;0.0;1.0;4.0;0.0;0.0;119.0;7.0;0.0;218.0
2023-11-14;10.0;0.0;1.0;2.0;1.0;15.0;1.0;22.0;0.0;8.0;0.0;0.0;0.0;3.0;1.0;3.0;0.0;6.0;0.0;0.0;3.0;8.0;1.0;16.0;16.0;1.0;15.0;0.0;3.0;0.0;0.0;0.0;125.0;2.0;0.0;263.0
2023-11-15;0.0;0.0;0.0;6.0;0.0;9.0;0.0;12.0;0.0;8.0;0.0;3.0;2.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;9.0;4.0;0.0;3.0;15.0;5.0;11.0;0.0;0.0;2.0;1.0;0.0;118.0;4.0;0.0;216.0
2023-11-16;26.0;2.0;1.0;6.0;5.0;21.0;0.0;33.0;1.0;4.0;7.0;0.0;2.0;6.0;5.0;3.0;0.0;8.0;0.0;0.0;4.0;1.0;11.0;3.0;7.0;5.0;13.0;0.0;0.0;16.0;0.0;0.0;110.0;0.0;0.0;300.0
2023-11-17;1.0;0.0;0.0;2.0;1.0;21.0;0.0;18.0;0.0;11.0;0.0;2.0;1.0;2.0;4.0;0.0;0.0;1.0;1.0;0.0;3.0;3.0;8.0;2.0;6.0;2.0;5.0;0.0;5.0;0.0;0.0;0.0;167.0;1.0;0.0;267.0
2023-11-18;7.0;1.0;0.0;0.0;3.0;14.0;1.0;23.0;0.0;4.0;0.0;0.0;0.0;8.0;5.0;1.0;0.0;15.0;0.0;0.0;0.0;7.0;0.0;0.0;3.0;4.0;2.0;0.0;0.0;1.0;0.0;0.0;110.0;12.0;0.0;221.0
2023-11-19;1.0;0.0;0.0;1.0;2.0;21.0;0.0;24.0;0.0;1.0;1.0;0.0;0.0;5.0;7.0;2.0;0.0;0.0;0.0;4.0;3.0;0.0;2.0;4.0;5.0;7.0;3.0;0.0;0.0;0.0;1.0;0.0;132.0;13.0;0.0;239.0
2023-11-20;7.0;0.0;0.0;2.0;1.0;8.0;0.0;22.0;1.0;6.0;3.0;0.0;4.0;10.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;12.0;0.0;3.0;1.0;3.0;9.0;0.0;4.0;3.0;0.0;0.0;144.0;7.0;0.0;254.0
2023-11-21;7.0;0.0;0.0;5.0;4.0;11.0;0.0;14.0;0.0;6.0;0.0;0.0;2.0;9.0;1.0;2.0;0.0;10.0;0.0;0.0;7.0;17.0;1.0;5.0;1.0;0.0;11.0;0.0;2.0;3.0;6.0;0.0;112.0;2.0;0.0;238.0
2023-11-22;10.0;0.0;0.0;1.0;2.0;16.0;0.0;16.0;3.0;10.0;0.0;1.0;0.0;9.0;5.0;3.0;0.0;0.0;0.0;0.0;4.0;6.0;0.0;8.0;7.0;1.0;6.0;0.0;2.0;0.0;0.0;0.0;120.0;3.0;0.0;233.0
2023-11-23;6.0;4.0;1.0;14.0;2.0;10.0;0.0;38.0;0.0;14.0;1.0;0.0;4.0;11.0;1.0;1.0;0.0;0.0;0.0;0.0;6.0;7.0;0.0;5.0;7.0;2.0;6.0;0.0;0.0;1.0;0.0;0.0;144.0;10.0;0.0;295.0
2023-11-24;1.0;1.0;0.0;0.0;0.0;7.0;0.0;21.0;0.0;4.0;0.0;0.0;0.0;1.0;5.0;3.0;0.0;45.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;4.0;5.0;0.0;1.0;2.0;1.0;0.0;155.0;0.0;0.0;260.0
2023-11-25;5.0;0.0;0.0;1.0;1.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;6.0;2.0;0.0;0.0;0.0;1.0;0.0;10.0;2.0;0.0;0.0;6.0;3.0;12.0;0.0;0.0;7.0;0.0;0.0;167.0;11.0;0.0;240.0
2023-11-26;1.0;0.0;3.0;6.0;4.0;10.0;1.0;0.0;0.0;3.0;0.0;0.0;1.0;8.0;13.0;0.0;0.0;0.0;0.0;0.0;5.0;1.0;1.0;0.0;7.0;3.0;7.0;0.0;0.0;2.0;0.0;0.0;169.0;18.0;0.0;263.0
2023-11-27;2.0;2.0;7.0;6.0;0.0;16.0;0.0;0.0;4.0;7.0;11.0;7.0;1.0;15.0;5.0;0.0;0.0;0.0;0.0;4.0;2.0;2.0;4.0;0.0;4.0;6.0;8.0;0.0;0.0;3.0;0.0;0.0;178.0;11.0;0.0;305.0
2023-11-28;4.0;0.0;6.0;5.0;1.0;22.0;0.0;0.0;1.0;8.0;1.0;0.0;1.0;16.0;0.0;1.0;0.0;0.0;0.0;1.0;3.0;1.0;2.0;0.0;7.0;0.0;4.0;3.0;4.0;2.0;3.0;0.0;74.0;15.0;0.0;185.0
2023-11-29;0.0;0.0;0.0;6.0;1.0;4.0;1.0;0.0;2.0;7.0;0.0;1.0;0.0;3.0;3.0;2.0;0.0;54.0;0.0;0.0;0.0;4.0;0.0;0.0;7.0;0.0;5.0;13.0;0.0;0.0;0.0;0.0;115.0;2.0;1.0;231.0
2023-11-30;6.0;0.0;2.0;6.0;4.0;7.0;2.0;0.0;0.0;11.0;0.0;0.0;1.0;2.0;4.0;0.0;0.0;49.0;0.0;0.0;9.0;4.0;0.0;0.0;5.0;0.0;20.0;0.0;0.0;0.0;0.0;0.0;184.0;2.0;0.0;318.0
2023-12-01;4.0;0.0;8.0;0.0;1.0;7.0;0.0;0.0;0.0;15.0;0.0;0.0;0.0;4.0;3.0;0.0;0.0;59.0;1.0;0.0;3.0;0.0;0.0;0.0;4.0;2.0;4.0;0.0;0.0;2.0;2.0;0.0;157.0;22.0;2.0;300.0
2023-12-02;0.0;0.0;7.0;3.0;6.0;11.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;11.0;3.0;1.0;0.0;9.0;0.0;2.0;6.0;1.0;2.0;0.0;3.0;1.0;5.0;0.0;0.0;3.0;2.0;0.0;169.0;11.0;0.0;258.0
2023-12-03;0.0;0.0;3.0;1.0;6.0;11.0;1.0;0.0;0.0;2.0;4.0;0.0;0.0;0.0;0.0;1.0;0.0;35.0;0.0;1.0;0.0;0.0;0.0;0.0;3.0;0.0;3.0;0.0;1.0;0.0;0.0;0.0;97.0;1.0;0.0;170.0
2023-12-04;2.0;3.0;0.0;1.0;3.0;28.0;5.0;0.0;1.0;6.0;1.0;0.0;0.0;1.0;7.0;13.0;0.0;44.0;0.0;2.0;5.0;0.0;1.0;0.0;3.0;0.0;19.0;3.0;0.0;7.0;7.0;0.0;173.0;4.0;0.0;339.0
2023-12-05;0.0;0.0;0.0;23.0;2.0;4.0;2.0;0.0;0.0;9.0;0.0;1.0;0.0;1.0;6.0;0.0;0.0;37.0;0.0;2.0;5.0;0.0;0.0;0.0;15.0;0.0;12.0;12.0;2.0;1.0;0.0;0.0;162.0;6.0;0.0;302.0
2023-12-06;0.0;0.0;3.0;5.0;1.0;1.0;0.0;0.0;0.0;4.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;56.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;133.0;5.0;0.0;215.0
2023-12-07;0.0;1.0;5.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;54.0;0.0;2.0;0.0;0.0;0.0;0.0;8.0;4.0;1.0;25.0;0.0;2.0;0.0;0.0;104.0;2.0;0.0;213.0
2023-12-08;2.0;1.0;1.0;0.0;2.0;17.0;0.0;0.0;0.0;0.0;31.0;0.0;0.0;4.0;2.0;5.0;0.0;11.0;0.0;4.0;3.0;7.0;4.0;0.0;5.0;0.0;4.0;1.0;0.0;0.0;2.0;0.0;208.0;30.0;3.0;347.0
2023-12-09;0.0;0.0;3.0;4.0;1.0;4.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;1.0;0.0;4.0;0.0;11.0;0.0;3.0;1.0;8.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;4.0;0.0;0.0;79.0;16.0;0.0;147.0
2023-12-10;0.0;0.0;1.0;3.0;3.0;9.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;4.0;4.0;1.0;0.0;49.0;0.0;1.0;0.0;0.0;0.0;0.0;9.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;131.0;13.0;0.0;234.0
2023-12-11;0.0;1.0;0.0;3.0;5.0;6.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;1.0;3.0;3.0;0.0;28.0;0.0;0.0;0.0;1.0;2.0;0.0;4.0;1.0;4.0;27.0;0.0;1.0;1.0;1.0;84.0;8.0;0.0;187.0
2023-12-12;0.0;0.0;5.0;4.0;2.0;8.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;3.0;0.0;7.0;0.0;2.0;3.0;0.0;0.0;99.0;25.0;1.0;181.0
2023-12-13;2.0;1.0;6.0;5.0;2.0;6.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;5.0;2.0;2.0;0.0;5.0;2.0;0.0;3.0;0.0;0.0;0.0;1.0;1.0;2.0;0.0;0.0;14.0;1.0;0.0;124.0;10.0;0.0;195.0
2023-12-14;0.0;3.0;1.0;42.0;4.0;12.0;0.0;0.0;0.0;4.0;19.0;0.0;0.0;7.0;5.0;0.0;0.0;44.0;1.0;15.0;4.0;2.0;0.0;0.0;41.0;0.0;7.0;0.0;1.0;5.0;2.0;0.0;203.0;0.0;0.0;422.0
2023-12-15;3.0;1.0;1.0;0.0;3.0;20.0;0.0;0.0;0.0;9.0;0.0;0.0;0.0;5.0;3.0;2.0;0.0;67.0;0.0;0.0;0.0;3.0;15.0;0.0;0.0;0.0;3.0;21.0;1.0;0.0;1.0;0.0;162.0;3.0;0.0;323.0
2023-12-16;0.0;0.0;0.0;32.0;2.0;6.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;44.0;0.0;0.0;1.0;0.0;2.0;0.0;22.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;110.0;3.0;0.0;227.0
2023-12-17;0.0;0.0;1.0;3.0;1.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;2.0;2.0;0.0;50.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;1.0;0.0;3.0;0.0;142.0;13.0;0.0;232.0
2023-12-18;1.0;0.0;0.0;0.0;0.0;13.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;12.0;3.0;5.0;0.0;21.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0;3.0;26.0;0.0;3.0;0.0;0.0;125.0;30.0;0.0;251.0
2023-12-19;5.0;0.0;0.0;0.0;6.0;45.0;1.0;0.0;0.0;9.0;1.0;0.0;1.0;7.0;1.0;2.0;0.0;44.0;0.0;9.0;1.0;1.0;37.0;0.0;1.0;0.0;6.0;0.0;0.0;12.0;1.0;0.0;164.0;4.0;1.0;359.0
2023-12-20;0.0;0.0;0.0;2.0;3.0;7.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;5.0;3.0;1.0;0.0;37.0;0.0;7.0;0.0;0.0;2.0;0.0;1.0;0.0;2.0;0.0;0.0;5.0;0.0;0.0;132.0;4.0;0.0;214.0
2023-12-21;0.0;0.0;0.0;3.0;1.0;20.0;0.0;0.0;0.0;0.0;0.0;1.0;9.0;3.0;2.0;1.0;0.0;0.0;0.0;2.0;1.0;3.0;0.0;0.0;0.0;0.0;5.0;2.0;0.0;0.0;1.0;0.0;109.0;40.0;0.0;203.0
2023-12-22;1.0;0.0;0.0;5.0;2.0;20.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;5.0;1.0;3.0;0.0;0.0;0.0;7.0;0.0;3.0;3.0;0.0;6.0;3.0;4.0;10.0;0.0;0.0;9.0;0.0;135.0;32.0;0.0;251.0
2023-12-23;3.0;0.0;0.0;0.0;2.0;25.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0;8.0;5.0;3.0;0.0;34.0;0.0;6.0;2.0;4.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;1.0;0.0;0.0;161.0;6.0;0.0;270.0
2023-12-24;0.0;1.0;2.0;0.0;2.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;54.0;3.0;0.0;2.0;0.0;1.0;0.0;3.0;1.0;1.0;59.0;1.0;0.0;4.0;0.0;89.0;1.0;0.0;231.0
2023-12-25;1.0;0.0;1.0;0.0;1.0;10.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;2.0;2.0;1.0;0.0;27.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;6.0;18.0;0.0;1.0;0.0;0.0;86.0;11.0;0.0;174.0
2023-12-26;38.0;0.0;1.0;1.0;1.0;9.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;5.0;0.0;3.0;0.0;21.0;1.0;1.0;4.0;1.0;2.0;0.0;0.0;0.0;3.0;11.0;0.0;8.0;3.0;0.0;71.0;5.0;0.0;191.0
2023-12-27;2.0;2.0;0.0;1.0;3.0;20.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;9.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;4.0;0.0;1.0;1.0;1.0;3.0;1.0;0.0;130.0;30.0;0.0;213.0
2023-12-28;2.0;0.0;0.0;0.0;4.0;18.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;5.0;1.0;0.0;22.0;1.0;0.0;1.0;0.0;2.0;0.0;0.0;8.0;4.0;0.0;2.0;0.0;7.0;0.0;192.0;20.0;0.0;301.0
2023-12-29;0.0;0.0;0.0;14.0;7.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;24.0;0.0;25.0;4.0;0.0;5.0;0.0;8.0;0.0;4.0;20.0;0.0;11.0;0.0;0.0;154.0;0.0;0.0;282.0
