date;Amazon Shopping;Calculator;Calendar;Chrome;Clock;com.activision.callofduty.shooter;Discord;Drive;Gmail;Google;Google News;Google Play Store;HBO MAX;Instagram;LinkedIn;Maps;Medium;Mi Tigo;Microsoft 365 (Office);Moto App Launcher;Nequi Colombia;Notion;Photomath;Photos;Settings;SimCity;Spotify;Symbolab;Tasks;Teams;Telegram;TikTok;Truecaller;Twitter;tyba;Upwork Talent;WhatsApp;YouTube;YouTube Music;Zoom
2023-01-08;0.0;0.93;0.02;14.27;0.0;0.0;7.8;0.0;0.53;1.85;2.97;0.22;0.0;66.1;21.55;1.33;0.0;13.17;0.0;36.75;0.0;3.32;0.0;8.7;8.62;0.0;79.08;0.0;0.0;0.0;0.08;0.0;7.12;26.67;0.0;0.0;57.27;9.8;0.0;0.0
2023-01-09;0.0;0.1;0.0;10.75;0.0;0.0;10.25;0.0;0.25;0.7;0.0;0.0;0.0;108.08;10.27;0.0;0.0;5.75;0.0;14.47;0.0;2.32;0.0;6.02;0.85;0.0;11.13;0.0;5.97;0.0;0.02;0.0;2.12;19.53;0.0;0.0;137.88;82.03;0.0;0.0
2023-01-10;0.0;1.0;0.35;19.65;0.0;0.0;7.42;0.0;0.68;1.27;0.0;0.2;0.0;108.9;2.15;10.07;0.42;0.35;0.0;23.8;0.0;0.0;0.0;0.35;1.77;0.0;11.15;0.0;1.45;0.0;0.0;0.0;0.17;4.75;0.0;0.0;98.42;13.77;0.0;0.0
2023-01-11;0.0;0.72;0.0;1.55;0.08;0.0;3.6;0.0;0.0;1.05;0.17;0.07;0.0;40.03;8.3;0.0;1.3;2.27;0.0;14.3;0.0;0.0;0.0;0.88;1.93;0.0;0.32;0.0;1.3;7.25;0.0;0.0;0.0;2.08;0.0;0.0;90.43;0.23;0.0;0.0
2023-01-12;0.0;0.0;2.13;19.23;0.0;0.0;2.48;0.0;1.42;0.02;0.05;1.22;1.47;21.05;11.77;0.0;0.0;17.27;0.0;19.52;0.0;0.02;0.0;0.02;0.47;0.0;4.62;0.0;6.63;0.0;0.0;0.0;1.87;4.58;0.0;0.0;35.78;0.57;0.0;0.0
2023-01-13;0.0;0.45;0.0;1.82;1.72;0.0;0.0;0.0;0.0;0.15;0.07;0.57;0.0;69.75;1.4;0.0;0.0;0.0;0.0;18.63;0.0;0.0;0.0;1.37;0.17;0.0;3.35;0.0;0.38;1.33;0.1;0.0;17.82;4.57;0.0;0.0;54.08;55.35;0.0;0.0
2023-01-14;0.0;0.0;0.0;8.33;0.73;0.0;0.03;0.0;0.0;0.0;0.0;0.0;0.0;17.32;8.67;0.0;0.0;0.0;0.0;9.6;0.0;0.0;0.0;0.0;0.13;0.0;0.0;0.0;0.37;0.0;0.0;0.0;4.18;8.82;0.0;0.0;29.63;1.47;0.0;0.0
2023-01-15;0.0;0.0;0.0;9.7;0.0;0.0;0.0;0.0;0.0;0.07;0.07;0.02;0.0;0.93;4.92;0.0;0.0;19.38;0.0;10.8;0.0;0.0;0.0;0.0;0.12;0.0;0.18;0.0;0.95;0.12;0.0;0.0;0.0;2.88;0.0;0.0;105.35;83.25;0.0;0.0
2023-01-16;0.0;0.0;0.0;1.85;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.0;0.0;6.0;0.0;4.15;16.08;0.0;8.12;0.0;0.0;0.0;0.3;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.62;18.63;0.0;0.0;84.4;6.93;0.0;0.0
2023-01-17;0.0;0.0;0.42;47.07;0.78;0.0;0.0;0.0;0.0;0.75;0.05;0.0;0.0;0.0;44.57;0.0;0.0;0.0;0.0;15.02;0.0;0.0;0.0;3.65;0.43;0.0;16.77;0.0;7.75;0.0;0.0;0.0;0.0;24.87;0.0;0.0;157.47;17.62;0.0;0.0
2023-01-18;0.0;0.18;0.3;15.23;0.32;0.0;0.0;0.0;1.38;0.2;0.0;1.25;0.0;0.0;39.22;0.0;0.0;1.52;0.0;19.92;0.0;0.0;0.0;1.55;0.57;0.0;17.15;0.0;1.92;26.95;0.0;0.0;0.0;8.15;0.0;0.0;89.38;132.02;0.0;0.0
2023-01-19;0.0;7.47;0.17;13.2;1.28;0.0;0.52;0.13;1.48;0.0;0.43;6.77;0.0;0.0;6.83;0.0;1.68;1.22;0.0;16.68;0.0;0.83;0.0;0.0;1.03;0.0;16.15;0.0;1.32;3.95;0.0;0.0;1.45;1.68;0.0;0.0;149.75;39.12;0.0;0.0
2023-01-20;0.0;3.75;0.0;11.32;0.0;0.0;0.0;4.62;0.0;0.0;0.0;0.0;0.0;0.0;8.75;3.87;0.0;0.0;0.0;9.25;0.0;0.0;0.0;0.65;0.0;0.0;0.0;0.0;0.0;0.52;0.0;0.0;2.33;12.58;0.0;0.0;75.02;16.35;0.0;0.0
2023-01-21;9.13;1.0;0.0;6.88;1.37;0.0;0.0;0.0;1.05;0.1;0.0;0.88;0.0;0.0;3.58;0.0;22.73;0.0;0.0;19.47;0.0;0.0;0.0;0.73;0.1;0.0;34.12;0.0;1.72;0.0;0.0;0.0;8.7;4.07;0.0;0.0;57.37;43.07;0.0;0.0
2023-01-22;0.0;0.0;0.0;1.1;0.0;0.0;0.0;2.57;0.0;0.25;0.0;0.0;0.0;0.0;6.13;0.0;12.22;0.0;0.0;9.0;0.0;0.0;0.0;0.55;3.88;0.0;87.55;0.0;3.27;0.0;0.0;0.0;1.77;38.55;0.0;0.0;28.43;120.35;0.0;0.0
2023-01-23;0.0;0.0;0.0;30.85;0.32;0.0;1.42;2.05;3.8;0.28;5.15;0.2;0.0;0.0;56.75;0.0;0.5;0.0;0.0;9.02;0.0;4.53;0.0;0.0;0.4;0.0;36.65;0.0;0.68;0.67;0.0;0.0;1.48;14.55;0.0;0.0;65.9;58.37;0.0;0.0
2023-01-24;0.0;0.0;0.0;8.02;1.02;0.0;3.22;1.35;0.75;0.05;0.0;1.9;0.0;0.0;9.47;0.0;15.02;0.0;0.0;9.05;0.0;0.0;0.0;1.03;0.33;0.0;20.85;0.0;3.1;0.0;0.0;0.0;2.97;15.05;0.0;0.0;84.5;96.82;0.0;0.0
2023-01-25;0.0;0.0;0.0;37.22;0.9;0.0;0.0;0.43;0.52;0.05;0.0;2.15;0.0;0.0;12.07;0.0;0.0;0.0;0.0;14.23;0.0;0.0;0.0;1.75;0.88;0.0;13.08;0.0;0.42;0.0;0.0;0.0;1.8;15.62;0.0;5.67;65.45;72.33;0.0;0.0
2023-01-26;2.17;0.07;0.0;48.22;0.0;0.0;16.63;0.5;0.75;0.58;0.0;0.37;0.0;0.0;5.67;0.17;0.0;0.0;0.0;16.23;0.0;0.0;0.0;0.62;0.15;0.0;27.2;0.0;1.7;0.0;0.0;0.0;4.88;7.2;0.0;0.0;54.23;80.12;0.0;0.0
2023-01-27;0.0;0.0;0.0;36.87;0.0;0.0;0.28;0.0;0.28;0.53;0.0;0.0;0.0;0.0;45.62;7.07;5.93;2.73;0.0;8.82;0.0;0.73;0.0;29.62;0.07;0.0;9.27;0.0;0.85;6.38;0.0;0.0;3.9;34.52;0.0;0.0;71.88;84.42;0.0;0.0
2023-01-28;0.0;0.0;0.0;14.28;1.95;0.0;0.0;0.48;0.0;2.22;0.0;0.43;58.75;0.0;5.23;0.0;1.02;0.0;0.0;13.43;0.0;0.0;0.0;0.0;0.63;0.0;17.88;0.0;0.65;0.0;0.0;0.0;0.25;1.3;0.0;0.0;102.03;90.97;0.0;0.0
2023-01-29;0.07;0.5;0.0;9.25;0.0;0.0;0.28;0.0;0.0;0.53;0.0;0.27;58.9;0.0;3.72;0.0;8.6;0.0;0.0;9.57;0.0;0.0;0.0;0.87;0.2;0.0;39.13;0.0;0.62;0.0;0.0;0.0;2.83;13.63;0.0;0.0;68.22;76.03;0.0;0.0
2023-01-30;0.0;0.07;0.0;10.85;1.63;0.0;0.02;0.0;0.47;1.05;0.0;0.95;0.0;0.0;4.32;0.0;4.75;0.0;0.0;10.33;0.0;0.0;0.0;3.62;0.05;0.0;23.18;0.0;1.92;0.0;0.0;0.0;11.6;18.05;0.0;0.0;149.52;52.43;0.0;0.0
2023-01-31;7.73;0.32;0.0;8.33;0.8;0.0;0.0;0.65;5.67;2.58;0.0;0.0;31.52;0.0;2.37;11.9;0.0;0.83;0.0;14.8;0.0;0.0;0.0;0.58;1.1;0.0;1.87;0.0;0.98;0.0;0.0;0.0;2.83;8.52;0.0;0.0;100.7;77.2;0.0;0.0
2023-02-01;0.0;5.48;0.82;29.38;1.13;0.0;0.0;2.47;3.85;0.0;0.0;0.33;14.8;0.0;1.95;0.0;0.0;3.7;0.0;14.7;0.0;0.0;0.0;4.18;2.0;0.0;49.47;0.0;3.05;0.63;0.0;0.0;1.68;5.8;0.0;0.0;103.82;61.23;0.0;0.0
2023-02-02;2.7;7.23;0.28;13.78;0.18;0.0;0.27;2.58;1.62;0.12;0.0;0.0;48.93;0.0;0.1;0.0;0.15;4.95;0.0;14.27;0.0;0.0;0.0;4.22;0.03;0.0;11.2;0.0;2.27;0.0;0.0;0.0;7.6;2.18;0.0;0.0;104.82;67.45;0.0;0.0
2023-02-03;0.0;0.0;0.0;14.3;0.25;0.0;0.02;1.18;0.87;0.92;0.08;0.0;0.15;0.0;14.42;0.0;0.0;0.63;0.0;11.32;0.0;0.0;0.0;0.0;0.1;0.0;1.7;0.0;0.0;0.0;0.0;0.0;0.93;6.63;0.0;0.0;72.72;84.73;0.0;0.0
2023-02-04;0.0;0.0;0.0;29.63;0.73;0.0;0.0;0.0;2.07;0.2;0.05;1.77;40.97;0.0;11.47;0.0;0.12;0.0;0.0;10.28;0.0;0.0;0.0;2.62;0.0;0.0;14.4;0.0;0.0;0.0;0.0;0.0;0.55;19.97;0.0;0.0;38.63;68.57;0.0;0.0
2023-02-05;0.0;0.0;1.95;21.15;0.0;0.0;8.3;0.2;0.0;0.08;0.0;2.27;28.65;0.0;7.72;0.0;0.0;0.0;0.0;9.93;0.0;0.0;0.0;3.13;0.0;0.0;22.4;0.0;1.45;0.0;0.0;0.0;0.88;3.33;0.0;0.0;76.12;143.57;0.0;0.0
2023-02-06;8.08;1.02;5.38;17.73;1.53;0.0;4.63;7.68;2.67;0.47;0.03;1.68;0.0;9.83;6.55;4.23;18.02;6.57;0.0;19.72;0.0;0.0;0.0;0.0;0.43;0.0;20.67;0.0;3.25;1.63;0.0;0.0;2.43;9.65;0.0;0.0;102.7;16.2;0.0;0.0
2023-02-07;0.0;1.03;4.48;10.63;2.42;0.0;0.18;3.07;61.15;0.1;0.0;0.0;0.0;36.37;6.2;0.47;5.67;1.65;0.0;18.27;0.0;0.0;0.0;0.0;0.15;0.0;1.77;0.0;2.45;0.0;0.0;0.0;0.05;13.28;0.0;0.0;56.63;28.13;0.0;0.0
2023-02-08;0.0;0.0;1.72;4.45;0.53;0.0;0.0;2.28;0.43;0.07;0.0;0.17;0.0;26.6;6.07;0.0;0.0;0.72;0.0;13.83;0.0;0.0;0.0;0.37;0.32;0.0;11.97;0.0;6.22;0.0;0.0;0.0;0.0;16.47;0.0;0.0;102.33;38.45;0.0;0.0
2023-02-09;1.4;0.33;2.97;24.85;0.98;0.0;0.0;1.75;65.7;0.1;7.9;0.73;0.0;38.68;6.55;3.27;0.0;1.2;0.0;18.22;0.0;2.72;10.57;1.9;0.08;0.0;23.57;0.95;4.18;0.0;0.0;0.0;0.93;6.87;0.0;0.0;54.32;14.02;0.0;0.0
2023-02-10;0.0;0.0;0.33;1.8;2.43;0.0;3.48;24.92;1.1;0.07;0.13;0.0;0.0;39.88;1.33;0.0;9.55;1.2;0.0;12.98;0.0;0.67;0.0;0.68;0.57;0.0;0.88;0.0;1.15;0.0;0.0;0.0;0.22;6.52;0.0;0.0;37.95;23.75;0.0;0.0
2023-02-11;0.0;0.08;0.55;12.17;1.35;0.0;0.0;0.0;0.0;0.18;0.02;0.2;2.55;76.32;2.93;2.33;0.02;5.7;0.0;18.75;0.0;0.0;3.0;0.6;0.1;0.0;4.15;0.0;1.5;0.0;0.0;0.0;1.85;3.37;0.0;0.0;65.67;66.63;0.0;0.0
2023-02-12;0.35;0.0;0.0;10.95;0.32;0.0;0.02;1.27;2.5;0.12;0.0;0.03;2.63;72.13;1.55;1.58;0.0;2.17;0.0;11.35;0.0;0.57;1.32;33.07;0.05;0.0;0.0;0.0;3.53;0.0;0.0;0.0;0.0;1.4;0.0;0.0;67.33;33.73;0.0;0.0
2023-02-13;0.0;0.0;0.08;0.78;0.53;0.0;0.0;0.0;4.72;0.0;0.0;0.57;0.0;25.42;2.12;0.0;0.0;1.92;0.0;10.42;0.0;0.0;0.0;1.3;0.0;0.0;0.0;0.0;1.5;8.3;0.0;0.0;0.0;1.83;0.0;0.0;54.9;20.17;0.0;0.0
2023-02-14;0.0;1.33;1.95;11.05;2.98;0.0;1.68;0.65;55.0;0.9;0.0;0.0;0.0;44.7;0.33;0.95;0.07;0.53;0.0;17.52;0.0;0.0;0.0;1.23;1.35;0.0;7.7;0.0;3.82;0.0;0.0;0.0;0.57;2.87;0.0;0.0;64.02;36.78;0.0;0.0
2023-02-15;0.0;0.05;1.85;5.77;1.43;0.0;0.0;2.02;0.82;0.02;0.0;0.0;0.0;38.75;0.0;0.0;0.0;0.0;0.0;8.92;0.0;0.0;0.48;0.13;0.07;0.0;13.8;0.0;2.2;14.93;0.0;0.0;0.6;3.55;0.0;0.0;61.5;0.0;0.0;0.0
2023-02-16;0.0;0.07;0.38;24.97;1.92;0.0;0.0;0.22;22.33;0.02;0.0;1.12;0.0;41.17;2.23;0.0;0.0;1.65;0.0;13.18;0.0;0.0;1.5;3.03;0.0;0.0;32.1;0.0;0.65;2.88;0.0;0.0;2.48;2.58;0.0;0.0;54.03;26.82;0.0;0.0
2023-02-17;0.0;1.15;0.17;13.62;2.22;0.0;0.82;0.1;3.02;0.1;0.05;0.0;0.0;39.0;0.0;0.0;0.0;0.0;0.0;13.32;0.0;0.0;7.07;7.52;0.18;0.0;30.6;0.0;3.48;24.78;0.0;0.0;0.0;3.37;0.0;0.0;43.33;7.67;0.0;0.0
2023-02-18;0.0;0.0;0.0;3.67;0.52;0.0;0.0;0.0;1.03;0.2;0.02;0.08;48.37;11.4;0.37;1.97;0.0;1.45;0.0;10.58;0.0;0.58;0.0;0.0;0.0;0.0;20.28;0.0;1.17;0.0;0.0;0.0;0.0;6.52;0.0;0.0;38.8;77.77;0.0;0.0
2023-02-19;0.0;0.0;0.0;5.87;0.0;0.0;0.0;0.63;0.75;0.3;0.0;0.62;54.32;0.0;0.28;0.0;0.0;0.0;0.0;7.88;0.0;0.0;0.0;0.83;0.02;0.0;26.15;1.33;0.02;0.0;0.0;0.0;1.28;5.07;0.0;0.0;58.25;68.08;0.0;0.0
2023-02-20;0.0;2.62;0.62;30.0;0.92;0.0;0.0;17.85;2.38;0.2;0.0;1.75;0.0;7.63;0.0;0.0;0.0;0.5;0.0;11.77;0.0;0.0;0.0;4.92;1.28;0.0;9.27;0.0;7.83;5.47;0.0;0.0;0.53;4.18;0.0;0.0;87.27;6.77;0.0;0.0
2023-02-21;0.0;4.15;2.72;35.47;2.08;0.0;0.0;60.52;13.67;1.67;0.0;0.0;0.0;52.53;0.0;0.0;0.37;1.38;0.0;21.22;0.0;0.0;16.07;18.4;14.93;0.0;21.35;0.0;0.77;0.0;0.0;0.0;0.0;6.42;0.0;0.0;120.58;35.2;0.0;0.0
2023-02-22;0.0;1.17;0.6;5.73;1.2;0.0;0.0;0.0;4.17;0.0;0.0;0.1;0.0;19.1;0.68;0.0;0.0;4.82;0.0;14.55;0.0;0.0;0.33;4.57;0.43;0.0;23.18;0.0;2.82;157.98;0.0;0.0;0.9;16.57;0.0;0.0;112.03;21.45;0.0;97.52
2023-02-23;0.0;0.0;0.25;4.63;0.95;0.0;0.0;0.53;3.47;1.27;0.0;0.85;0.0;14.47;0.0;0.0;0.0;3.82;13.25;14.6;0.0;0.0;0.8;0.3;1.98;0.0;0.6;0.0;4.8;2.77;0.0;0.0;2.6;0.08;0.0;0.0;66.37;0.0;0.0;0.0
2023-02-24;0.0;6.17;1.18;16.07;10.78;0.0;0.0;0.0;2.03;1.82;0.0;5.35;0.0;51.58;0.0;0.0;0.0;6.6;10.57;17.7;0.0;0.0;0.23;10.43;1.37;0.0;8.45;0.0;3.53;26.9;0.0;0.0;0.8;1.67;0.0;0.0;90.78;1.4;0.0;0.0
2023-02-25;0.0;0.82;1.52;7.7;0.42;0.0;0.15;1.92;0.52;0.0;0.0;0.97;15.0;56.63;0.0;0.0;0.0;0.0;2.53;12.27;0.0;0.0;0.0;4.57;7.93;0.0;7.97;0.0;1.48;0.0;0.0;0.0;0.38;2.67;0.0;0.0;52.05;33.02;0.0;0.0
2023-02-26;0.0;0.0;0.43;0.35;0.27;0.0;0.0;0.0;0.67;0.05;0.0;0.03;60.38;47.02;0.0;0.0;0.0;0.73;0.0;8.57;0.0;0.0;2.6;16.45;0.83;0.0;20.72;0.0;3.45;0.0;0.0;0.0;0.0;0.2;0.0;0.0;100.28;18.47;0.0;0.0
2023-02-27;0.0;0.0;0.67;14.53;1.45;0.0;0.0;0.6;1.23;3.77;0.0;0.0;0.0;15.55;0.0;0.0;0.0;0.65;4.43;10.67;0.0;0.0;3.0;3.9;0.75;0.0;23.48;0.0;2.37;29.95;0.0;0.0;0.0;2.28;0.0;0.0;69.88;18.88;0.0;0.0
2023-02-28;0.0;0.0;8.35;11.0;1.12;0.0;0.0;0.0;9.58;0.58;0.0;0.0;0.0;35.97;0.0;0.0;0.0;2.77;2.73;13.87;0.0;0.0;8.72;0.37;0.08;0.0;0.0;0.0;3.97;0.0;0.0;0.0;8.4;5.15;0.0;0.0;105.22;4.83;0.0;0.0
2023-03-01;0.0;15.98;2.73;6.1;1.05;0.0;0.0;2.03;1.32;0.0;0.0;0.05;0.0;14.47;0.0;4.0;0.0;0.0;45.62;10.73;0.0;0.0;0.0;0.62;0.12;0.0;7.78;0.0;1.03;25.82;0.0;0.0;0.0;0.0;0.0;0.0;54.18;11.38;0.0;0.0
2023-03-02;0.0;0.0;1.65;10.85;1.85;0.0;0.0;4.45;39.9;6.75;0.0;0.23;0.0;35.1;0.35;1.05;0.0;3.63;1.78;10.45;0.0;1.85;1.08;0.0;0.0;0.0;0.0;0.0;1.12;0.0;0.0;0.0;2.7;2.43;0.0;0.0;109.2;14.25;0.0;0.0
2023-03-03;0.0;8.03;0.95;12.92;0.67;0.0;0.0;0.0;0.3;3.83;0.0;0.28;0.0;27.38;0.0;3.73;0.0;1.8;17.62;17.2;0.0;6.53;0.02;1.47;3.07;0.0;0.62;0.0;2.45;59.75;0.0;0.0;0.0;0.0;0.0;0.0;76.48;14.45;0.0;0.0
2023-03-04;0.0;0.55;0.0;11.15;1.68;0.0;0.0;0.0;0.0;0.13;0.03;0.0;0.0;71.38;0.0;0.87;0.0;1.63;0.0;8.88;0.0;0.0;0.0;4.02;0.55;0.0;17.67;0.0;3.58;0.0;0.0;0.0;0.0;4.08;0.0;0.0;83.18;28.77;0.0;0.0
2023-03-05;0.45;0.5;1.0;26.55;0.03;0.0;0.0;0.0;1.03;0.43;0.0;7.85;0.0;47.12;0.0;7.47;0.0;1.53;0.0;7.45;0.0;0.0;4.17;9.4;0.0;0.0;13.12;0.0;1.38;0.0;0.0;0.0;0.0;0.0;0.0;0.0;64.82;105.28;0.0;0.0
2023-03-06;0.0;0.1;2.53;4.23;1.68;0.0;0.0;0.0;1.27;1.13;0.0;0.03;0.0;22.08;0.0;0.0;0.0;2.25;0.0;8.37;0.0;0.15;0.0;0.18;0.03;0.0;2.32;0.0;11.48;21.03;0.0;0.0;0.0;2.7;0.0;0.0;62.18;24.98;0.0;0.0
2023-03-07;0.0;32.95;0.32;13.28;0.83;0.0;0.0;0.28;25.3;0.25;0.0;0.05;0.0;28.03;0.0;0.0;0.0;4.33;50.07;17.03;0.0;0.0;1.08;1.33;2.68;0.0;0.0;0.0;5.55;0.0;0.0;0.0;0.0;0.0;0.0;0.0;91.4;18.83;0.0;26.48
2023-03-08;0.0;0.28;0.93;1.85;6.35;0.0;0.0;0.03;0.47;2.17;0.0;0.0;6.13;33.52;0.85;0.0;0.0;9.97;8.12;12.6;0.0;0.0;0.0;0.0;1.43;0.0;6.83;0.0;2.4;10.65;0.0;0.0;3.2;0.67;0.0;0.0;54.68;48.38;0.0;0.0
2023-03-09;0.0;0.0;0.0;2.42;1.42;0.0;0.0;0.2;0.68;0.05;0.0;0.0;0.0;47.78;1.45;0.0;0.0;0.62;0.0;6.47;0.0;0.0;0.0;10.05;1.62;0.0;0.0;0.0;0.83;0.0;0.0;0.0;0.0;0.0;0.0;0.0;52.1;26.4;0.0;0.0
2023-03-10;0.0;0.47;4.9;16.72;2.03;0.0;0.0;0.0;3.15;0.18;0.0;0.0;0.0;32.38;0.12;0.0;0.0;1.17;39.62;13.18;0.0;0.0;0.0;0.0;0.63;0.0;14.13;0.0;6.42;0.0;0.0;0.0;0.0;5.63;0.0;0.0;76.32;14.9;0.0;0.0
2023-03-11;0.0;0.15;0.0;5.65;0.97;0.0;0.0;0.0;0.0;1.03;0.0;1.03;0.0;51.75;0.0;0.48;0.0;0.78;0.0;23.75;0.0;0.0;0.0;4.05;0.35;0.0;27.52;0.0;0.0;1.0;0.0;0.0;1.78;3.48;0.0;0.0;63.45;58.43;0.0;0.0
2023-03-12;0.0;0.0;1.38;2.52;1.72;0.0;0.0;0.0;0.0;0.18;0.0;0.0;0.0;5.08;0.0;4.63;0.0;1.35;0.0;20.62;0.0;0.0;0.0;5.57;0.73;0.0;0.0;0.0;2.27;0.0;0.0;0.0;0.0;0.0;0.0;0.0;33.8;0.0;0.0;0.0
2023-03-13;0.0;0.1;0.0;36.42;1.03;0.0;0.0;0.6;3.78;3.98;0.0;0.0;0.0;26.1;1.32;2.25;0.0;2.98;49.63;14.63;0.0;0.0;0.0;18.58;1.28;0.0;1.55;0.0;0.0;31.8;0.0;0.0;0.0;0.0;0.0;0.0;70.63;14.58;0.0;0.0
2023-03-14;0.0;0.0;1.02;22.55;1.37;0.0;1.83;0.35;25.98;0.72;0.0;1.42;0.0;44.23;0.0;0.0;0.0;3.65;6.05;14.88;0.0;0.0;0.0;8.65;0.3;0.0;11.97;0.0;4.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;69.15;38.17;0.0;20.35
2023-03-15;0.1;0.07;0.0;20.32;1.18;0.0;0.0;0.0;0.47;0.17;0.0;0.02;0.0;20.43;0.0;0.0;0.0;0.57;13.7;10.62;0.0;0.0;0.0;7.67;0.42;0.0;8.42;0.0;2.87;34.35;0.0;0.0;0.0;1.95;0.0;0.0;74.05;43.38;0.0;0.0
2023-03-16;0.0;0.57;0.27;6.75;2.25;0.0;0.0;0.0;5.52;0.93;0.0;0.0;0.0;52.28;0.0;3.75;0.0;0.0;0.58;8.97;0.0;0.0;0.0;3.77;0.08;0.0;3.32;0.0;1.6;1.23;0.0;0.0;1.8;1.23;0.0;0.0;61.48;12.9;0.0;0.0
2023-03-17;0.0;0.0;0.25;15.85;1.35;0.0;0.0;0.0;3.25;0.88;0.0;0.0;0.0;28.77;0.0;0.0;0.0;0.47;1.53;10.58;0.0;0.0;0.0;7.32;0.82;0.0;9.5;0.0;3.65;39.48;0.0;0.0;0.0;1.97;0.0;0.0;140.4;12.18;0.0;0.0
2023-03-18;0.85;0.0;0.4;6.83;2.02;0.0;0.0;0.0;0.0;0.52;0.0;0.0;0.0;54.32;4.63;0.0;0.0;0.37;0.0;11.42;0.0;0.0;0.0;0.0;0.17;0.0;1.65;0.0;5.22;1.65;0.0;0.0;1.15;0.25;0.0;0.0;56.62;11.12;0.0;0.0
2023-03-19;0.0;1.47;1.25;5.08;0.0;0.0;0.0;0.0;0.82;0.03;0.0;0.0;0.0;32.45;0.0;0.0;0.23;0.0;0.23;7.38;0.0;0.0;0.0;0.28;0.0;0.0;25.13;7.07;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.0;42.15;58.1;0.0;0.0
2023-03-20;0.43;9.88;0.87;15.53;0.0;0.0;1.1;0.0;0.0;0.23;0.0;1.15;0.0;61.1;0.0;0.0;0.0;0.0;0.0;5.93;0.0;0.0;0.0;0.0;0.02;0.0;0.0;0.0;2.47;0.0;0.0;0.0;0.0;0.0;0.0;0.0;35.52;57.75;0.0;0.0
2023-03-21;8.17;0.2;1.28;36.32;5.55;0.0;0.0;0.0;4.57;0.23;0.0;0.0;0.0;88.18;0.0;0.0;0.0;0.52;2.68;14.17;0.0;0.0;1.8;0.0;0.23;0.0;0.78;0.05;6.62;1.45;0.0;0.0;0.0;0.0;0.0;0.0;70.6;24.67;0.0;3.62
2023-03-22;7.35;0.05;0.15;9.2;1.47;0.0;0.0;0.0;0.0;0.05;0.0;0.03;0.0;27.83;0.0;0.0;0.0;5.3;0.0;11.45;0.0;0.0;4.82;6.47;1.93;0.0;12.4;0.02;2.92;14.15;0.0;0.0;0.0;0.63;0.0;0.0;66.48;16.57;0.0;0.0
2023-03-23;0.0;0.15;0.7;6.12;0.5;0.0;0.0;0.0;6.67;0.53;0.0;0.0;0.0;49.13;0.0;0.0;0.0;0.58;0.0;11.92;0.0;0.0;0.0;1.85;0.13;0.0;2.85;0.0;0.27;0.0;0.0;0.0;0.0;1.2;0.0;0.0;65.98;8.95;0.0;0.0
2023-03-24;0.0;2.6;0.5;11.78;2.98;0.0;0.0;0.27;1.1;0.0;0.0;0.0;0.0;52.28;2.15;2.23;0.0;1.1;3.0;12.37;0.0;0.0;0.0;1.13;0.17;0.0;0.0;0.0;1.52;43.6;0.0;0.0;0.0;0.0;0.0;0.0;126.73;39.22;0.0;0.0
2023-03-25;0.0;0.68;0.0;11.92;1.9;0.0;0.0;0.0;0.0;0.03;0.0;0.98;0.0;70.95;0.0;34.02;2.18;0.0;0.0;6.43;0.0;0.0;0.0;0.9;1.17;0.0;14.13;0.0;0.0;0.0;0.0;0.0;0.43;0.0;0.0;0.0;44.73;1.67;0.0;0.0
2023-03-26;0.0;0.0;0.0;1.08;1.28;0.0;0.0;0.0;1.23;0.0;0.0;0.0;0.0;19.62;0.0;0.0;0.0;1.28;0.0;4.97;0.0;0.0;0.0;2.13;0.32;0.0;14.17;0.0;1.78;0.0;0.0;0.0;0.0;0.0;0.0;0.0;36.48;0.0;0.0;0.0
2023-03-27;2.83;1.22;2.2;19.43;1.0;0.0;1.88;0.0;6.3;0.32;0.0;0.0;0.0;77.95;8.48;2.4;0.0;0.0;0.0;8.22;0.0;0.0;0.0;0.7;0.0;0.0;1.87;0.0;0.4;0.0;0.0;0.0;0.0;4.32;0.0;0.0;76.65;0.0;0.0;0.0
2023-03-28;0.0;3.67;2.07;28.48;2.02;0.0;0.0;0.0;4.47;1.93;0.0;2.47;0.0;38.33;0.0;0.0;0.0;0.78;0.0;19.07;0.0;0.0;3.88;5.85;0.52;0.0;2.68;0.0;1.32;0.0;0.0;0.0;5.33;0.0;0.0;0.0;148.92;26.5;0.0;0.0
2023-03-29;0.0;14.73;0.0;4.12;1.18;0.0;0.02;0.0;2.5;0.15;0.0;0.0;0.0;84.0;0.13;0.0;0.0;1.33;3.37;13.05;0.0;0.0;0.0;3.53;4.3;0.0;9.3;0.0;2.32;0.0;0.0;0.0;0.0;0.27;0.0;0.0;61.88;7.58;0.0;0.0
2023-03-30;0.0;0.45;1.07;7.33;4.73;0.0;0.0;0.0;5.42;0.52;0.0;0.0;0.0;35.75;2.77;0.0;0.0;1.87;0.0;12.93;0.0;0.0;0.0;2.52;1.27;0.0;8.5;0.0;5.75;0.0;0.0;0.0;1.23;7.25;0.0;0.0;102.25;17.8;0.0;0.0
