date;Amazon Shopping;Android System;Biblioapp UdeA;Bing;Calculator;Calculator_1;Calendar;Call Management;Camera;Camera_2;CamScanner;CaptivePortalLogin;Certificate Installer;Chrome;Cívica;Classroom;Clock;com.academia.academia;com.actiasystems.bolivariano;com.activision.callofduty.shooter;com.chatbot.ai.aichat.openaibot.chat;com.evernote;com.goodev.volume.booster;com.hellotalk;com.ht2.stick.hero;com.mcdonalds.app;com.netflix.mediaclient;com.pluralsight;com.sleepmonitor.aio;com.vishva.kaggle;com.vivaair.viva_web_view;Compass;Contacts;Data Science;DataCamp;DeepL;DeepSkyCamera Beta;Device Help;Discord;Distill;Docs;Dolby Audio;Drive;Dual SIM Settings;Edge;EnglishScore;Files;Fiverr;FM Radio;Focus To-Do;Freelancer;GitHub;Gmail;Google;Google News;Google Opinion Rewards;Google Play Games;Google Play services;Google Play Store;Graphing Calc;Ground News;HBO MAX;Hopper;HTML Viewer;in.redbus.android;Instagram;Instagram Lite;Ipynb Viewer;ISS Detector;it.rortos.realflightsimulator;Key Chain;Lightroom;LinkedIn;Maps;Market Feedback Agent;McDonald's;Medium;Meet (original);Mercado Libre;Mi Tigo;Microsoft 365 (Office);Microsoft SwiftKey Keyboard;Moto;Moto Actions and Gestures;Moto App Launcher;Moto Display;Moto Key;Moto Suggestions;Moto Voice (Beta);Motorola Notifications;Motorola Settings;Motorola Update Services;Mundo TIGO;My Moon Phase;Nequi Colombia;net.tandem;Notion;OneDrive;Package installer;PayPal;Phone;Phone Services;Photomath;Photos;PictureThis;Platzi;Power BI;Print Spooler;Pydroid 3;Rappi;RC FPV;School Planner;Send Anywhere;Settings;Settings Suggestions;Shazam;Sheets;SIATA;SimCity;Sleepy;Snapseed;Sololearn;Spotify;Stellarium;Sticker Maker;Stockage multimédia;SUSH;Symbolab;System UI;Tasks;Tasks_3;Teams;Telegram;TikTok;Trii;Truecaller;Twitch;Twitter;tyba;Upwork Talent;VpnDialogs;Wallpapers;WhatsApp;YouTube;YouTube Music;Zoom
2022-12-25 00:00:00,000;0;0;0;0;0;0;2;0;0;1;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;2;0;0;1;3;0;0;0;0;0;0;56;0;0;0;0;0;0;0;2;0;3;0;0;0;1;0;0;0;0;321;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;7;0;0;0;0;9;1;0;0;0;0;1;1;0;0;0;0;0;3;0;9;0;0;0;0;144;3;0;0
2022-12-26 00:00:00,000;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;0;0;1;2;0;0;0;0;0;0;38;0;0;0;0;0;0;11;1;0;0;1;0;0;0;0;0;0;0;324;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;3;0;0;0;0;38;0;0;0;0;186;14;0;0
2022-12-27 00:00:00,000;0;3;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;2;0;0;0;0;0;0;0;0;0;4;2;0;0;0;6;0;0;0;0;0;0;26;0;0;0;0;0;0;4;19;0;0;0;0;0;5;0;0;0;0;332;0;0;0;0;0;0;0;1;0;0;0;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;5;0;0;2;0;0;0;0;19;0;0;0;0;156;8;0;0
2022-12-28 00:00:00,000;0;2;0;0;0;0;0;0;1;3;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;6;1;0;0;4;0;0;0;0;0;0;52;0;0;0;0;0;0;3;47;0;0;2;0;0;1;0;0;0;0;570;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;1;0;4;0;0;0;0;0;0;3;0;0;4;0;0;0;0;0;0;1;0;15;0;0;0;0;0;0;0;0;0;1;0;0;0;0;16;0;0;0;0;250;5;0;0
2022-12-29 00:00:00,000;0;0;0;0;0;0;1;0;3;18;1;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;3;0;0;0;1;3;0;0;0;0;0;0;56;0;0;0;0;0;0;1;3;0;0;0;0;0;1;0;0;0;0;358;0;0;0;0;0;1;0;0;0;0;0;9;0;0;0;0;1;0;10;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;3;0;15;1;0;0;0;0;0;1;0;0;1;0;0;0;0;39;0;0;0;0;137;4;0;0
2022-12-30 00:00:00,000;0;5;4;0;0;0;0;0;0;0;0;0;0;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;5;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;49;0;0;0;0;0;0;3;3;0;0;5;0;0;2;0;0;0;0;304;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;46;0;0;0;0;0;1;1;0;0;0;0;0;0;0;46;0;0;0;0;105;7;0;0
2022-12-31 00:00:00,000;0;4;0;0;1;0;1;0;0;5;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;56;0;0;0;0;0;0;1;2;0;0;0;0;0;1;0;0;0;0;526;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3;0;8;0;0;0;0;0;0;0;0;0;1;0;0;2;0;11;0;0;0;0;198;7;0;0
2023-01-01 00:00:00,000;0;0;0;0;5;0;0;0;5;4;0;0;0;8;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3;0;0;1;0;0;0;0;0;0;0;75;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;384;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;27;0;0;0;0;0;1;0;0;0;1;0;0;1;0;10;0;0;0;0;186;31;0;0
2023-01-02 00:00:00,000;0;0;0;0;5;0;1;0;0;26;0;0;0;18;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;3;0;0;0;3;0;0;0;0;0;0;0;0;0;3;1;1;1;0;0;0;1;0;0;0;0;0;42;0;0;0;0;0;0;3;10;0;0;0;0;0;1;0;0;0;0;314;0;0;0;0;0;0;0;1;0;0;0;6;0;0;0;0;1;0;11;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;2;0;29;0;0;0;0;0;0;0;0;0;0;0;0;2;0;20;0;0;0;0;86;16;0;0
2023-01-03 00:00:00,000;0;3;0;0;0;0;0;0;0;21;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;1;0;0;0;7;0;0;0;0;0;0;0;172;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;6;0;13;0;0;0;0;52;4;0;0
2023-01-04 00:00:00,000;0;3;0;0;4;0;1;0;0;6;0;0;0;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;4;0;0;0;9;0;0;0;2;0;0;0;0;0;1;8;2;0;0;0;1;0;0;0;0;0;0;35;0;0;0;0;0;0;55;9;0;0;9;0;0;0;0;0;0;0;283;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;6;0;12;0;0;0;0;0;0;12;0;0;0;0;0;2;0;49;0;0;0;0;82;22;0;0
2023-01-05 00:00:00,000;0;1;0;0;2;0;2;0;0;3;0;0;0;36;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;1;0;3;3;0;0;0;8;0;0;0;0;0;3;1;2;0;0;1;7;0;0;0;0;0;0;41;0;0;0;0;0;0;39;1;0;0;6;0;0;2;0;0;0;0;246;0;0;0;0;0;0;0;0;0;0;0;8;0;2;0;0;0;0;6;0;3;0;0;0;0;0;0;0;2;0;0;3;0;0;0;0;0;32;0;0;0;0;0;0;10;0;0;1;0;0;0;0;38;0;0;0;0;58;27;0;0
2023-01-06 00:00:00,000;0;0;0;0;0;0;1;0;0;11;0;0;0;20;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;2;0;0;2;0;0;0;0;0;0;63;0;0;0;0;0;0;29;8;0;0;9;0;0;1;0;0;0;0;355;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;3;0;0;0;1;0;0;2;0;3;0;0;0;0;0;0;1;0;0;2;0;0;2;0;31;0;0;0;0;89;49;0;0
2023-01-07 00:00:00,000;0;3;0;0;2;0;0;0;0;30;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;3;1;0;0;0;0;0;0;0;0;0;6;1;0;0;0;1;0;0;0;0;0;0;43;0;0;1;0;0;0;12;15;0;0;8;0;0;1;0;2;0;0;344;1;0;0;0;0;0;0;1;0;0;0;3;0;1;0;0;1;0;3;0;0;0;0;0;0;0;0;0;39;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;2;0;0;0;0;0;4;0;11;0;0;0;0;81;6;0;0
2023-01-08 00:00:00,000;0;4;0;0;6;0;1;0;1;34;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;1;8;1;0;0;0;1;0;0;0;0;0;0;68;0;1;1;0;0;0;21;4;0;0;0;0;0;9;0;0;0;0;396;0;0;0;0;0;1;0;0;0;0;0;8;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;27;0;0;0;0;0;0;2;0;78;2;0;0;0;0;0;0;0;0;2;0;0;4;0;32;0;0;0;0;110;5;0;0
2023-01-09 00:00:00,000;0;2;0;0;1;0;0;0;0;10;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;46;0;0;0;0;0;0;10;0;0;0;0;0;0;9;0;0;0;0;275;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0;4;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;5;0;0;1;0;0;6;0;13;0;0;0;0;115;8;0;0
2023-01-10 00:00:00,000;0;1;0;0;4;0;1;0;1;14;0;1;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;3;0;0;0;0;0;0;0;0;0;0;0;0;2;8;0;2;0;0;1;0;0;0;0;0;0;65;0;0;0;0;0;0;3;28;0;0;2;0;0;1;0;0;0;0;382;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;7;0;0;0;5;0;0;0;0;29;0;0;0;0;0;0;2;0;0;0;0;0;2;0;7;0;0;0;0;166;1;0;0
2023-01-12 00:00:00,000;0;2;0;0;0;0;7;0;1;0;0;0;0;11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;2;0;0;3;4;0;0;6;0;0;0;18;0;0;2;0;0;0;21;0;0;0;0;0;0;7;0;0;0;0;226;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;28;0;0;0;0;0;0;14;0;0;0;0;0;8;0;9;0;0;0;0;86;2;0;0
2023-01-14 00:00:00,000;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;158;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;8;0;7;0;0;0;0;72;1;0;0
2023-01-17 00:00:00,000;0;2;0;0;0;0;2;0;1;3;0;0;0;30;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;177;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;8;0;0;0;0;0;0;0;13;0;0;0;0;117;5;0;0
2023-01-21 00:00:00,000;1;3;0;0;3;0;0;0;0;2;0;0;0;14;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;6;0;0;0;0;0;9;0;0;0;0;0;6;3;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;10;0;0;0;0;0;0;0;184;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;2;0;0;4;0;0;0;0;0;28;0;0;0;0;0;0;5;0;0;0;0;0;8;0;10;0;0;0;0;112;7;0;0
2023-01-22 00:00:00,000;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;4;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;3;0;0;0;0;0;0;0;135;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;4;0;0;0;2;0;0;1;0;46;4;0;0;0;0;0;8;0;0;0;0;0;3;0;21;0;0;0;0;56;8;0;0
2023-01-24 00:00:00,000;0;2;0;0;0;0;0;0;0;3;0;0;0;15;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;6;0;0;0;0;0;0;0;158;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;25;2;0;0;0;0;4;9;0;0;0;0;0;12;0;10;0;0;0;0;118;21;0;0
2023-01-26 00:00:00,000;2;3;4;0;1;0;0;0;0;0;0;0;0;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;2;0;0;0;1;0;0;0;0;2;1;5;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;7;1;0;0;0;0;0;0;0;0;0;0;193;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;38;4;0;0;0;0;0;4;0;0;0;0;0;19;0;7;0;0;0;0;78;25;0;0
2023-01-28 00:00:00,000;0;0;0;0;0;0;0;0;0;4;0;0;0;10;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;7;0;0;0;1;0;0;0;0;0;0;0;169;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;32;5;0;0;0;0;7;4;0;0;0;0;0;4;0;6;0;0;0;0;112;10;0;0
2023-01-29 00:00:00,000;1;2;0;0;4;0;0;0;0;4;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;2;0;5;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;3;0;0;0;3;0;0;0;0;0;0;0;133;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;32;1;0;0;0;0;6;1;0;0;0;0;0;11;0;11;0;0;0;0;43;10;0;0
2023-01-30 00:00:00,000;0;0;0;0;1;0;0;0;0;1;0;0;0;14;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;6;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;3;0;0;0;0;0;0;0;191;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;45;4;0;0;0;0;3;4;0;0;0;0;0;11;0;15;0;0;0;0;116;13;0;0
2023-01-31 00:00:00,000;4;0;0;0;1;0;0;0;0;3;0;0;0;9;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;9;3;0;1;0;1;0;0;0;10;0;0;0;0;0;0;0;0;0;0;6;2;0;0;0;0;0;1;0;0;0;0;267;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;6;3;0;0;0;0;0;1;0;0;0;0;0;10;0;8;0;0;0;0;141;23;0;0
2023-02-02 00:00:00,000;4;0;0;0;25;0;1;0;0;1;0;0;0;17;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;2;5;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;1;0;0;0;4;0;0;8;0;0;0;0;257;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;6;0;3;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;26;2;0;0;0;0;0;5;0;0;0;0;0;18;0;5;0;0;0;0;152;16;0;0
2023-02-03 00:00:00,000;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;1;5;4;3;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;1;0;0;0;0;186;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;1;0;0;0;0;2;0;0;0;0;0;5;0;0;0;0;0;0;7;0;6;0;0;0;0;120;19;0;0
2023-02-04 00:00:00,000;0;3;0;0;0;0;0;0;0;2;0;0;0;17;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;7;2;2;1;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;8;0;0;0;2;0;0;0;0;0;0;0;196;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;1;0;34;2;0;0;0;0;0;0;0;0;0;0;0;10;0;16;0;0;0;0;89;9;0;0
2023-02-05 00:00:00,000;0;1;0;0;0;0;1;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;3;0;0;0;0;0;0;0;0;3;0;3;0;0;0;2;4;0;0;1;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;3;0;0;0;0;0;154;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;3;0;0;0;0;0;2;0;0;0;0;0;7;0;8;0;0;0;0;92;27;0;0
2023-02-07 00:00:00,000;0;4;1;0;2;0;15;0;0;4;0;0;0;26;0;2;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;8;0;0;0;0;0;0;0;0;0;44;3;0;0;0;0;0;3;0;0;0;0;0;25;0;0;0;0;1;0;7;1;0;0;3;0;0;2;0;0;0;0;252;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;6;0;0;0;0;0;0;0;0;3;0;0;0;0;0;4;8;0;0;0;0;0;1;0;13;0;0;0;0;107;12;0;0
2023-02-08 00:00:00,000;0;5;0;0;0;0;7;0;0;4;0;0;0;9;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;3;0;2;0;0;1;0;0;0;0;0;0;20;0;0;0;0;0;0;7;0;0;0;0;0;5;2;0;0;0;0;236;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;7;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;25;1;0;0;0;0;0;17;0;0;0;0;0;0;0;13;0;0;0;0;160;13;0;0
2023-02-09 00:00:00,000;1;2;0;0;2;0;12;0;0;10;0;0;0;21;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;29;3;2;0;0;1;2;0;0;0;0;0;0;32;0;0;0;0;0;0;3;5;0;0;0;0;11;2;0;0;0;0;292;0;0;0;0;0;0;0;0;0;0;0;4;0;1;0;0;0;14;6;0;0;0;0;0;0;0;0;3;3;0;0;5;0;0;0;0;0;21;2;0;0;0;4;5;15;0;0;0;0;0;2;0;6;0;0;0;0;113;6;0;0
2023-02-10 00:00:00,000;0;0;0;0;0;0;2;0;0;6;0;0;0;5;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;9;0;0;0;0;0;0;0;0;0;8;2;2;0;0;1;0;0;0;0;0;0;0;24;0;0;0;0;0;0;2;0;0;0;4;0;0;3;0;0;0;0;221;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2;9;0;0;0;0;0;5;0;0;0;0;0;2;0;8;0;0;0;0;96;6;0;0
2023-02-11 00:00:00,000;0;1;0;0;2;0;1;0;0;2;0;0;0;12;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;1;1;0;0;2;1;0;2;0;0;0;45;0;0;0;0;0;0;2;2;0;0;1;0;0;1;0;0;0;0;294;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;9;0;0;0;0;0;0;4;0;0;0;0;0;2;0;2;0;0;0;0;150;20;0;0
2023-02-12 00:00:00,000;1;1;0;0;0;0;0;0;0;8;0;0;0;21;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;5;1;0;0;0;2;2;2;0;4;0;0;0;37;0;0;0;0;0;0;1;2;0;0;0;0;0;3;0;0;0;0;189;0;0;0;0;0;0;0;1;0;0;0;3;0;0;0;0;0;1;8;0;0;0;0;0;0;0;0;0;2;0;0;0;5;0;0;0;0;0;1;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;85;10;0;0
2023-02-14 00:00:00,000;0;0;0;0;4;0;11;0;0;7;1;0;0;8;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;6;0;0;0;0;0;0;0;0;0;37;4;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;1;2;0;0;2;0;0;1;0;0;0;0;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;10;0;0;5;0;0;0;0;0;21;0;0;0;0;0;9;8;0;0;0;0;0;4;0;5;0;0;0;0;119;12;0;0
2023-02-18 00:00:00,000;0;0;0;0;0;0;0;0;0;1;0;0;0;6;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;1;0;0;1;1;0;2;0;0;0;5;0;0;0;0;0;0;2;4;0;0;0;0;0;1;0;0;0;0;163;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;0;0;0;0;0;5;0;0;0;0;0;0;0;10;0;0;0;0;88;12;0;0
2023-02-19 00:00:00,000;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;1;0;0;5;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;178;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;25;3;0;0;0;1;0;1;0;0;0;0;0;6;0;3;0;0;0;0;106;8;0;0
2023-02-21 00:00:00,000;0;2;0;0;6;0;16;0;0;4;0;0;1;41;0;2;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;1;0;0;22;0;0;27;8;0;1;0;1;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;1;0;0;385;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;24;7;0;0;0;0;0;0;0;0;0;11;3;0;0;1;0;0;0;0;30;1;0;0;0;0;3;3;0;0;0;0;0;0;0;8;0;0;0;0;191;11;0;0
